"url","title","year","poster","poster_alt","percent_fresh","audience_score","average_rating","reviews_counted","critics_consensus","genre","rating","director","writer","studio","runtime","cast","New column","description"
"https://www.rottentomatoes.com/m/ghosthunters_on_icy_trails","Ghosthunters: On Icy Trails (Gespensterjäger)","(2015)","https://resizing.flixster.com/Ai3PV9agJ37VpFZXqeAJk3r-564=/206x305/v1.bTsxMjEwODU3MDtqOzE3NjAwOzEyMDA7MTUzMTsyMTU2","Ghosthunters: On Icy Trails (Gespensterjäger)","17","29%","4/10","6","","Art House & International; Comedy; Kids & Family; Science Fiction & Fantasy","NR","Tobi Baumann","Murmel Clausen; Martin Ritzenhoff; Christian Tramitz; Tobi Baumann; Mike O'Leary; Roland Slawik","","","Bastian Pastewka 
as Hugo 
 
 
 
 Anke Engelke 
as Hetty Cuminseed 
 
 
 
 Milo Parker 
as Tom Thompson 
 
 
 
 Christian Tramitz 
as Gregory 
 
 
 
 Karoline Herfurth 
as Hopkins 
 
 
 
 Christian Ulmen 
as Phil Thompson 
 
 
 
 Julia Koschitz 
as Patricia Thompson 
 
 
 
 Ruby O. Fee 
as Lola Thompson 
 
 
 
 Amy Huberman 
as Emily 
 
 Show More Cast","","When the often-fearful eleven-year-old Tom discovers a slimy green ghost in his cellar called Hugo, he is understandably afraid. However, Tom soon realises that Hugo, who is an ASG (Averagely Spooky Ghost), is not only completely harmless but also desperately in need of his help. He has been banished from his haunted house by a dangerous AIG (Ancient Ice Ghost) who has moved in and is spreading an arctic cold over the entire town in the middle of summer! To help get rid of this AIG, Tom and Hugo enlist the services of a professional Ghosthunter, Hetty Cuminseed. Will the unconventional trio overcome their differences, and manage to defeat the evil Ancient Ice Ghost, and save the town from an icy end?; More"
"https://www.rottentomatoes.com/m/the_childhood_of_a_leader","The Childhood of a Leader","(2016)","https://resizing.flixster.com/sL6-eAA_68VsNT17-7FosoMwPx4=/206x305/v1.bTsxMjE3MDg1OTtqOzE3NjAwOzEyMDA7MTY5MDsyNTAw","The Childhood of a Leader","88","54%","7.5/10","60","mirrors the rise of fascism in post-WWI Europe with a well-acted, confidently crafted look at one young man's unsettling coming of age.","Drama","NR","Brady Corbet","Brady Corbet; Mona Fastvold","","","Bérénice Bejo 
as The Mother 
 
 
 
 Liam Cunningham 
as The Father 
 
 
 
 Stacy Martin 
as The Teacher 
 
 
 
 Yolande Moreau 
as The Maid 
 
 
 
 Jacques Boudet 
as The Priest 
 
 
 
 Robert Pattinson 
as Charles/The Leader 
 
 
 
 Tom Sweet 
as Prescott, The Boy 
 
 
 
 Sophie Curtis 
as Laura 
 
 
 
 Rebecca Dayan 
as Edith 
 
 
 
 Michael Epp 
as Economist 
 
 
 
 Kata Petõ 
as Housemaid 
 
 
 
 Mark Phelan 
as Mr. Advisor 
 
 
 
 Jeremy Wheeler 
as Mr. Deputy 
 
 
 
 Roderick Hill 
as Older American Gentleman 
 
 
 
 Luca Bercovici 
as Older Foreign Gentleman 
 
 
 
 Caroline Boulton 
as Secretary 
 
 
 
 Máté Haumann 
as Second Clerk 
 
 
 
 Blanka Gyorfy 
as Toth-Stage Narrator 
 
 
 
 Irén Bordán 
as Guest 
 
 
 
 Attila Bardóczy 
as Parishoner 1 
 
 
 
 Attila Tóth 
as Parishoner 2 
 
 
 
 Adelaide Fastvold 
as Corbet-Baby 
 
 Show More Cast","","A child's angelic face conceals a budding sociopath in the audacious, senses-shattering feature debut from actor Brady Corbet. A powerhouse international cast led by Robert Pattinson and Bérénice Bejo (The Artist) headlines this dark domestic nightmare. Set amidst the turmoil of World War I and its aftermath, it follows the young son of an American diplomat living in France as he learns to manipulate the adults around him-a monstrous coming of age that ominously parallels the rising tide of Fascism in Europe. A stylistically fearless tour-de-force, The Childhood of a Leader reaches fever-pitch delirium thanks to ravishing cinematography and a thunderous score by legendary, boundary-pushing musician Scott Walker.; More"
"https://www.rottentomatoes.com/m/this_changes_everything_2015","This Changes Everything","(2015)","https://resizing.flixster.com/NnvID5Q-6zauJlJtSUQxGFXa8vk=/206x305/v1.bTsxMTIwMjE1ODtqOzE3Njc5OzEyMDA7MTM4MjsyMDQ3","This Changes Everything","56","47%","6.4/10","16","","Documentary","NR","Avi Lewis","Naomi Klein","","","Naomi Klein 
as Narrator 
 
 
 
 Crystal Lameman 
 
 
 
 Alexis Bonogofsky 
 
 
 
 Mike Scott 
 
 
 
 Li Bo 
 
 
 
 Lliam Hildebrand 
 
 
 
 Vanessa Braided Hair 
 
 
 
 Nathan Myhrvold 
 
 
 
 Henry Red Cloud 
 
 
 
 Mary Christianou 
 
 
 
 David Collyer 
 
 
 
 Sunita Narain 
 
 
 
 Joseph Bast 
 
 
 
 Aningi Jyothi 
 
 
 
 Danny Glover 
 
 
 
 Seth MacFarlane 
 
 
 
 Jodie Evans 
 
 
 
 Matthew Palevsky 
 
 
 
 Lekha Singh 
 
 
 
 Alysha Sidhu 
 
 
 
 Shepard Fairey 
 
 Show More Cast","","Filmed over 211 shoot days in nine countries and five continents over four years, This Changes Everything is an epic attempt to re-imagine the vast challenge of climate change. Inspired by Naomi Klein's international non-fiction bestseller This Changes Everything, the film presents seven powerful portraits of communities on the front lines, from Montana's Powder River Basin to the Alberta Tar Sands, from the coast of South India to Beijing and beyond. Interwoven with these stories of struggle is Klein's narration, connecting the carbon in the air with the economic system that put it there. Throughout the film, Klein builds to her most controversial and exciting idea: that we can seize the existential crisis of climate change to transform our failed economic system into something radically better.; More"
"https://www.rottentomatoes.com/m/pandemic_2016","","","https://resizing.flixster.com/5bSfV1VQz-Tn2wTTCWotwG4FtF4=/206x305/v1.bTsxMjExMTg3MjtqOzE3NjAwOzEyMDA7MjU1OzM0MA","Viral","50","29%","4.5/10","12","","Horror","R (for disturbing violent content, some language including sexual references, and teen partying)","Henry Joost; Ariel Schulman","Barbara Marshall; Christopher Landon","","","Sofia Black-D'Elia 
as Emma 
 
 
 
 Analeigh Tipton 
as Stacey 
 
 
 
 Travis Tope 
as Evan Klein 
 
 
 
 Michael Kelly 
as Emma's Father 
 
 
 
 Brianne Howey 
as Tara 
 
 
 
 Judyann Elder 
as Mrs. Toomey 
 
 
 
 John Cothran Jr. 
as Mr. Toomey 
 
 
 
 Linzie Grey 
as Gracie 
 
 
 
 Machine Gun Kelly 
as CJ 
 
 
 
 Stoney Westmoreland 
as Bill 
 
 
 
 Jay Hieron 
as Nest Hacker #2 
 
 
 
 Philip Labes 
as Gangly Kid 
 
 
 
 Alexa Fischer 
as CDC Investigator 
 
 
 
 Brendon Eggertsen 
as Party Jock 
 
 
 
 Jennifer Say Gan 
as CDC Agert 
 
 
 
 Jennifer O. SayGan 
as CDC Agert 
 
 
 
 Matt Knudsen 
as CDC Agent 
 
 
 
 Paul Trunz 
as Coughing Man 
 
 
 
 Annie Ellis 
as Nest Hacker #1 
 
 
 
 Paul Lacovara 
as Soldier 
 
 Show More Cast","","Teenaged sisters Emma (Sofia Black-D'Elia) and Stacey (Analeigh Tipton) live a normal life, until their small suburban neighborhood is stricken with a mysterious parasitic virus. As the disease rapidly spreads throughout the town, the two band together to barricade themselves from infection. But it may already be too late - when the virus enters their home, the sisters are faced with an impossible choice: protect each other, or survive the virus. The film stars Sofia Black-D'Elia (Project Almanac, ""The Messengers""), Analeigh Tipton (Crazy, Stupid, Love, Lucy), Travis Tope (Independence Day: Resurgence), and Michael Kelly (""House of Cards,"" Now You See Me, The Adjustment Bureau). Viral is an IM Global and Blumhouse International/Busted Shark Production, with producers Jason Blum, Sherryl Clark, and Matt Kaplan, is directed by the dynamic duo Henry Joost (Nerve, Paranormal Activity 3 & 4) and Ariel Schulman (Nerve, Paranormal Activity 3 & 4), and was written by Barbara Marshall and Christopher Landon.; More"
"https://www.rottentomatoes.com/m/taking_stock","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Taking Stock","17","","3.7/10","6","","Art House & International; Comedy; Drama","NR","Maeve Murphy","Maeve Murphy","","","Kelly Brook 
 
 
 
 Georgia Groome 
 
 
 
 Scot Williams 
 
 
 
 Jay Brown 
 
 
 
 Femi Oyeniran","",""
"https://www.rottentomatoes.com/m/warriors_2015","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Warriors","100","","6.3/10","6","","Art House & International; Documentary","NR","Barney Douglas","","","","","",""
"https://www.rottentomatoes.com/m/a_christmas_star","","","https://resizing.flixster.com/95W_nABm3k6ls5JSlLCVOL_14rg=/206x305/v1.bTsxMTIwMzYxNDtqOzE3Njc5OzEyMDA7Mjg0OzQwNQ","A Christmas Star","38","41%","4.2/10","8","","Art House & International; Kids & Family","NR","Richard Elson","","","","Rob James-Collier 
 
 
 
 Suranne Jones 
 
 
 
 Bronagh Waugh","","A young girl born under the Christmas star believes she has the gift to perform miracles."
"https://www.rottentomatoes.com/m/man_down","Man Down","(2016)","https://resizing.flixster.com/H6KvdiMOmXUO5WbJJROxIrS4ALg=/206x305/v1.bTsxMjI1NjQ2MztqOzE3NjAxOzEyMDA7MzYwMDs1NTUw","Man Down","17","58%","3.9/10","52","","Drama","R (for some disturbing violence, and language throughout)","Dito Montiel","Adam Simon; Dito Montiel","","","Shia LaBeouf 
as Gabriel Drummer 
 
 
 
 Jai Courtney 
as Devin Roberts 
 
 
 
 Gary Oldman 
as Counselor Peyton 
 
 
 
 Kate Mara 
as Natalie Drummer 
 
 
 
 Tory Kittles 
as Sergeant Miller 
 
 
 
 Clifton Collins Jr. 
as Charles 
 
 
 
 Charlie Shotwell 
as Johnathan Drummer 
 
 
 
 Jose Pablo Cantillo 
as 2nd LT. Taylor 
 
 
 
 Justin Smith 
as Stanton 
 
 
 
 Paul Sado 
as Spori 
 
 
 
 Pierre Kennel 
as Officer Walnum 
 
 
 
 Ned Yousef 
as Offier Osiris 
 
 
 
 Jaylen Moore 
as SWAT Officer #1 
 
 
 
 Ian Casselberry 
as SWAT Officer #2 
 
 
 
 Jim Klock 
as Police Officer 
 
 
 
 Bill O'Reilly 
as Himself 
 
 
 
 Kenzo Cervoni 
as Small Afghan Boy 
 
 
 
 Wole Parks 
as Chance 
 
 
 
 Naz Deravian 
as Pashto Woman #2 
 
 
 
 Naz Devarian 
as Pashto Woman #2 
 
 
 
 Zehra Fazal 
as Pashto Woman #1 
 
 
 
 Reem Kadem 
as Nurse/Afghani Mother 
 
 
 
 Mustafa Haidari 
as Afghani Father 
 
 
 
 Gregory Nicholas Vrotsos 
as Marine Mechanic 
 
 
 
 Adrienne Lockett 
as Platoon Soldier 
 
 
 
 Christopher Berry 
as Medic 
 
 
 
 Kenny Williams 
as Boy at Picnic 
 
 Show More Cast","","When U.S. Marine Gabriel Drummer (Shia LaBeouf) returns home from his tour in Afghanistan, he finds that the place he once called home is no better than the battlefields he fought on overseas. Accompanied by his best friend Devin Roberts (Jai Courtney), a hardnosed Marine whose natural instinct is to shoot first and ask questions later, he searches desperately for the whereabouts of his estranged son, Johnathan (Charlie Shotwell), and wife, Natalie (Kate Mara). In their search, the two intercept Charles (Clifton Collins Jr.), a man carrying vital information about the whereabouts of Gabriel's family. As we revisit the past, we are guided in unraveling the puzzle of Gabriel's experience and what will eventually lead us to finding his family. The psychological suspense thriller MAN DOWN also stars Gary Oldman.; More"
"https://www.rottentomatoes.com/m/bite_2016","Bite","(2016)","https://resizing.flixster.com/afFDBTWMzIdRXlIdyMNzE0-_26E=/206x305/v1.bTsxMTczMDA5NDtqOzE3NTk1OzEyMDA7NjU2Ozk2MA","Bite","50","16%","5.9/10","16","","Art House & International; Horror","NR","Chad Archibald","Jayme Laforest","","","Elma Begovic 
as Casey 
 
 
 
 Annette Wozniak 
as Jill 
 
 
 
 Denise Yuen 
as Kirsten 
 
 
 
 Jordan Gray 
as Jared 
 
 
 
 Kai Csiki 
as Concerned Citizen 
 
 
 
 Will Roberston 
as Waiter 
 
 
 
 Gina Simone 
as Stinger 
 
 
 
 John Clemens 
as Photographer 
 
 
 
 Sofia Stefou 
as Scientist 
 
 
 
 John Migliore 
as Scientist 
 
 
 
 Tianna Nori 
as Joanne 
 
 
 
 Christopher James 
as Police Officer 
 
 
 
 Daniel Klimitz 
as Mao 
 
 
 
 Barry Birnberg 
as Mr. Markenson 
 
 
 
 James O'Donnell 
as Hazardous Material Officer 
 
 
 
 Derrek Peels 
as Hazardous Material Officer 
 
 
 
 Cameron Nash 
as Apartment Paramedic 
 
 
 
 Sheelagh Daly 
as Apartment Paramedic 
 
 
 
 Alex MacPherson 
as After Hours Clinic Clerk 
 
 
 
 Patrick Wuori 
as Police Officer 
 
 
 
 MarieBeth Young 
as Swat Officer 
 
 
 
 Justin Moses 
as Lead Swat Officer 
 
 
 
 Caroline Palmer 
as Hannah 
 
 
 
 Lawrene Denkers 
as Mrs. Kennedy 
 
 
 
 Shawn Goldman 
as Concerned Citizen 
 
 
 
 Jessica Giroux 
as Concerned Citizen 
 
 
 
 Tyler Phoenix 
as Concerned Citizen 
 
 
 
 Codey Huber 
as Concerned Citizen 
 
 
 
 Ashley Hallihan 
as Concerned Citizen 
 
 
 
 Matt Diamante 
as Concerned Citizen 
 
 
 
 Sean Sroka 
as Concerned Citizen 
 
 
 
 Ian Masse 
as Concerned Citizen 
 
 
 
 Deborah Jayne Reilly Smith 
as Street Paramedic 
 
 
 
 Dave Hatch 
as Street Paramedic 
 
 
 
 Deanna Zelem 
as Street Paramedic 
 
 Show More Cast","","While on her bachelorette party getaway, Casey, the bride to be, gets a seemingly harmless bite from an unknown insect. After returning home with cold feet, Casey tries to call off her wedding but before she's able to, she starts exhibiting insect traits. Between her physical transformation and her wedding anxiety, Casey succumbs to her new instincts and begins creating a hive that not only houses her translucent eggs, but feeds on the flesh of others. As her transformation becomes complete, Casey discovers that everything can change with a single bite."
"https://www.rottentomatoes.com/m/man_vs_snake_the_long_and_twisted_tale_of_nibbler","","","https://resizing.flixster.com/-3XEs7kGe5RvtKsM9ivUQo8iGi4=/206x305/v1.bTsxMTIwMjg3NTtqOzE3Njc5OzEyMDA7NzIyOzk2MA","Man vs. Snake: The Long and Twisted Tale of Nibbler","100","74%","7.8/10","8","","Documentary","NR","Andrew Seklir","","","","Enrico Zanetti 
 
 
 
 Tina McVey 
 
 
 
 Tom Asaki","","1984. One shiny quarter. 44.5 hours of continuous play. The race to be the first gamer in history to score one BILLION points. Until recently, Timothy McVey (not the terrorist) thought he had -for all these years -held the world record on Nibbler."
"https://www.rottentomatoes.com/m/argentina","Argentina (Zonda: folclore argentino)","(2016)","https://resizing.flixster.com/WiobFPws8dplt7eUFSqfG5fcCXU=/206x305/v1.bTsxMjUyMTE3NjtqOzE3NjA0OzEyMDA7NzY4OzEwMjQ","Argentina (Zonda: folclore argentino)","70","","7.3/10","10","","Art House & International; Documentary; Musical & Performing Arts","NR","Carlos Saura","Carlos Saura","","","Liliana Herrero 
 
 
 
 Juan Falú 
 
 
 
 Soledad Pastorutti 
 
 
 
 El Chaqueño Palavecino 
 
 
 
 Jairo 
 
 
 
 Gabo Ferro 
 
 
 
 Luis Salinas 
 
 Show More Cast","","Poetic, riveting and moving, Argentina explores the heart of traditional Argentine folklore and its stunning musical heritage - from traditional styles such as the Zamba of ""La Felipe Varela"" through to modern dance - as choreographed by critically-acclaimed Carlos Saura."
"https://www.rottentomatoes.com/m/innocence_of_memories","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Innocence Of Memories","89","50%","7.8/10","9","","Art House & International; Documentary","NR","Grant Gee","Grant Gee; Orhan Pamuk","","","Ara Guler 
 
 
 
 Mehmet Ergen 
 
 
 
 Pandora Colin","","Orhan Pamuk - Turkey's Nobel laureate for Literature - opens a museum in Istanbul. A museum that's a fiction: its objects trace a tale of doomed love in 1970's Istanbul. The film takes a tour of the objects as the starting point for a trip through love stories, landscapes and the chemistry of the city."
"https://www.rottentomatoes.com/m/puli_2015","","","https://staticv2-4.rottentomatoes.com/static/images/redesign/poster_default.gif","Puli (Telugu)","","60%","","","","Action & Adventure; Science Fiction & Fantasy","NR","Chimbu Deven","","","","Vijay 
 
 
 
 Sridevi 
 
 
 
 Shruti K. Haasan 
 
 
 
 Hansika Motwani 
 
 
 
 Sudeep","",""
"https://www.rottentomatoes.com/m/a_haunting_in_cawdor","A Haunting In Cawdor","(2016)","https://resizing.flixster.com/03k4vvQgXERaWvmZvb-uG0fzIBw=/206x305/v1.bTsxMjUyMTE3ODtqOzE3NjA0OzEyMDA7MTUzNjsyMDQ4","A Haunting In Cawdor","0","8%","2.5/10","6","","Horror","NR","Phil Wurtzel","Phil Wurtzel","","","Cary Elwes 
as Lawrence O'Neil 
 
 
 
 Shelby Young 
as Vivian Miller 
 
 
 
 Michael Welch 
as Roddy 
 
 
 
 Alexandria Deberry 
as Jeanette Welles 
 
 
 
 Scott T. Whitesell 
as Frank Seals 
 
 
 
 Lauren Rys Martin 
as Silas","","In this tense tale of psychological terror, Vivian Miller (Shelby Young) is a young twenties woman who's serving out her jail sentence at a work release program in the Midwest. Her 90 days of probation takes her to The Cawdor Barn Theatre, a dilapidated summer stock theater run by Lawrence O'Neil (Cary Elwes). Lawrence, a failed Broadway director, is now reduced to staging amateur productions with young parolees and raging over the mistakes from his past. Vivian's arrival in Cawdor starts a terrifying series of events that brings Lawrence's secret past to the present. After Vivian views an old taped stage production of Macbeth, a force of evil is unleashed which soon turns its sights on her. With the help of Roddy (Michael Welch), a local outcast, Vivian sets about trying to discover who the supernatural killer on the tape is before she becomes the next victim.; More"
"https://www.rottentomatoes.com/m/the_similars","The Similars (Los Parecidos)","(2016)","https://resizing.flixster.com/Q9CkKpQ5SxFJeBv21uh0MvSK-zw=/206x305/v1.bTsxMjIzNzA4NDtqOzE3NjAxOzEyMDA7NjI4OzkzMA","The Similars (Los Parecidos)","95","47%","7.2/10","19","","Art House & International; Science Fiction & Fantasy","NR","Isaac Ezban","Isaac Ezban","","","Gustavo Sanchez Parra 
as Ulises 
 
 
 
 Cassandra Ciangherotti 
as Irene 
 
 
 
 Fernando Becerril 
as Martín 
 
 
 
 Humberto Busto 
as Álvaro 
 
 
 
 Carmen Beato 
as Gertrudis 
 
 
 
 María Elena Olivares 
as Roberta 
 
 
 
 María Elena Olivares 
 
 
 
 Catalina Salas 
as Rosa 
 
 
 
 Santiago Torres 
as Ignacio 
 
 
 
 Alberto Estrella 
as Detective Reyes 
 
 
 
 Luis Alberti 
as Policeman 
 
 Show More Cast","","On the rainy night of October 2, 1968, eight people waiting in a remote bus station for a bus heading to Mexico City start experiencing a strange phenomenon. Threatened by paranoia and fear, the strangers show the best and worst of themselves as they try to unravel the mysterious condition that is invading each of them like a virus."
"https://www.rottentomatoes.com/m/the_bounce_back","The Bounce Back","(2016)","https://resizing.flixster.com/UYJkRYTvOdWL4EkmuDsBjV2bb0o=/206x305/v1.bTsxMjIyOTM0ODtqOzE3NjAxOzEyMDA7ODAwOzEwNjc","The Bounce Back","67","78%","5.8/10","6","","Comedy; Romance","PG-13 (for sexual content, language and brief drug use)","Youssef Delara","Victor Teran; Youssef Delara; Staci Robinson","","","Shemar Moore 
as Matthew Taylor 
 
 
 
 Nadine Velazquez 
as Kristin Peralta 
 
 
 
 Bill Bellamy 
as Terry Twist 
 
 
 
 Sheryl Underwood 
as Sheryl Underwood 
 
 
 
 Kali Hawk 
as Jessica Williams 
 
 
 
 Robinne Lee 
as Sam 
 
 
 
 Denise Boutte 
as Julie 
 
 
 
 Nadja Alaya 
as Aleya Taylor 
 
 
 
 Michael Beach 
as Lester 
 
 
 
 Megan Stevenson 
as Sarah 
 
 
 
 Matthew Willig 
as Vladamir 
 
 
 
 Jason Kennedy 
as Jason Kennedy 
 
 
 
 Vanessa Bell Calloway 
as Ellen 
 
 
 
 Nishi Munshi 
as Haifa 
 
 
 
 Rizwan Manji 
as Daryl 
 
 
 
 Kari Klinkenborg 
as Jennifer 
 
 
 
 Kristen Bellamy 
as Sally 
 
 
 
 Bonnie Hellman 
as Tracy 
 
 
 
 Marta McGonagle 
as Lisette 
 
 
 
 Marta Cross 
as Lisette 
 
 
 
 Annie Sertich 
as Danika 
 
 
 
 Sonia Rockwell 
as Talk Show Host 
 
 
 
 Lana McKissack 
as Stage Assistant 
 
 
 
 Michelle Loucadoux 
as Audience Member #1 
 
 
 
 Daniel Edward Mora 
as Engineer 
 
 
 
 Marilyn Mark 
as Betty 
 
 
 
 A.J. Tannen 
as Stage Manager 
 
 
 
 Marisa Baram 
as Obnoxious Bar Patron 
 
 
 
 Raquel Cordova 
as Herself 
 
 
 
 David Bianchi 
as TV Host 
 
 
 
 John Martini 
as Audience Member #3 
 
 
 
 Tian Wang 
as John 
 
 
 
 Douglas S. Matthews 
 
 
 
 Rob Wuesthoff 
as Radio Talk Show Host 
 
 
 
 Clotilde Delavennat 
as Various Girls 
 
 
 
 Brett Baumayr 
as Calvin 
 
 
 
 Bella Fisher 
as Amanda 
 
 
 
 Diamond Simien 
as Audience Member #2 
 
 
 
 Tiana Goss 
as Various Girls 
 
 
 
 Nick Triplett 
as Glen 
 
 Show More Cast","","Dating guru Matthew Taylor (Shemar Moore) falls for celebrity therapist Kristin Peralta (Nadine Velazquez) while he does a book tour to promote his best-selling self-help guide. In time, their relationship forces him to confront his issues stemming from a prior breakup. Directed by Youssef Delara."
"https://www.rottentomatoes.com/m/finders_keepers_2015","Finders Keepers","(2015)","https://resizing.flixster.com/cEIJuV2CiIaHibRl8ogt92uetN8=/206x305/v1.bTsxMTIwMjk0NjtqOzE3Njc5OzEyMDA7MTAwMDsxNTAw","Finders Keepers","98","73%","7.4/10","46","","Documentary","R (for language)","Bryan Carberry; Clay Tweel","Bryan Carberry; Clay Tweel","","","","","Recovering addict and amputee John Wood finds himself in a stranger-than-fiction battle to reclaim his mummified leg from Southern entrepreneur Shannon Whisnant, who found it in a grill he bought at an auction and believes it to therefore be his rightful property."
